id,location_id,local_language_id,name
1801,654,8,"Via Ultima"
1802,654,9,"Dernière Way"
1803,654,11,デルニエ通り
1804,655,1,２２ばんどうろ
1805,655,3,22번도로
1806,655,5,"Route 22"
1807,655,6,"Route 22"
1808,655,7,"Ruta 22"
1809,655,8,"Percorso 22"
1810,655,9,"Route 22"
1811,655,11,２２番道路
1812,656,1,デトルネどおり
1813,656,3,"데뚜르네 도로"
1814,656,5,"Chemin Détour"
1815,656,6,Détourné-Weg
1816,656,7,"Vía Desvío"
1817,656,8,"Via Detour"
1818,656,9,"Détourner Way"
1819,656,11,デトルネ通り
1820,657,1,チャンピオンロード
1821,657,3,챔피언로드
1822,657,5,"Route Victoire"
1823,657,6,Siegesstraße
1824,657,7,"Calle Victoria"
1825,657,8,"Via Vittoria"
1826,657,9,"Victory Road"
1827,657,11,チャンピオンロード
1828,658,1,ポケモンリーグ
1829,658,3,포켓몬리그
1830,658,5,"Ligue Pokémon"
1831,658,6,"Pokémon Liga"
1832,658,7,"Liga Pokémon"
1833,658,8,"Lega Pokémon"
1834,658,9,"Pokémon League"
1835,658,11,ポケモンリーグ
1836,659,1,キナンシティ
1837,659,3,기남시티
1838,659,5,Batisques
1839,659,6,"Batika City"
1840,659,7,"Ciudad Batik"
1841,659,8,Batikopoli
1842,659,9,"Kiloude City"
1843,659,11,キナンシティ
1844,660,1,バトルハウス
1845,660,3,배틀하우스
1846,660,5,"Maison de Combat"
1847,660,6,Kampfhaus
1848,660,7,"Mansión Batalla"
1849,660,8,"Villa Lotta"
1850,660,9,"Battle Maison"
1851,660,11,バトルハウス
1852,661,1,アズールわん
1853,661,3,아쥐르만
1854,661,5,"Baie Azur"
1855,661,6,Azurbucht
1856,661,7,"Bahía Azul"
1857,661,8,"Baia Azzurra"
1858,661,9,"Azure Bay"
1859,661,11,アズール湾
1860,662,1,フウジョゲート
1861,662,3,버들비게이트
1862,662,5,"Porte de La Frescale"
1863,662,6,Frescora-Tor
1864,662,7,"Acceso a Fresco"
1865,662,8,"Varco Frescovilla"
1866,662,9,"Dendemille Gate"
1867,662,11,フウジョゲート
1868,663,1,レンリゲート
1869,663,3,배롱게이트
1870,663,5,"Porte de Mozheim"
1871,663,6,Mosaia-Tor
1872,663,7,"Acceso a Mosaico"
1873,663,8,"Varco Ponte Mosaico"
1874,663,9,"Couriway Gate"
1875,663,11,レンリゲート
1876,664,1,コウジンゲート
1877,664,3,가라게이트
1878,664,5,"Porte de R. s/Gliffe"
1879,664,6,Petrophia-Tor
1880,664,7,"Acceso a Petroglifo"
1881,664,8,"Varco Petroglifari"
1882,664,9,"Ambrette Gate"
1883,664,11,コウジンゲート
1884,665,1,ミアレゲート
1885,665,3,미르게이트
1886,665,5,"Porte d’Illumis"
1887,665,6,Illumina-Tor
1888,665,7,"Acceso a Luminalia"
1889,665,8,"Varco Luminopoli"
1890,665,9,"Lumiose Gate"
1891,665,11,ミアレゲート
1892,666,1,シャラゲート
1893,666,3,사라게이트
1894,666,5,"Porte de Yantreizh"
1895,666,6,Yantara-Tor
1896,666,7,"Acceso a Yantra"
1897,666,8,"Varco Yantaropoli"
1898,666,9,"Shalour Gate"
1899,666,11,シャラゲート
1900,667,1,ヒヨクゲート
1901,667,3,비익게이트
1902,667,5,"Porte de P. Tempères"
1903,667,6,Tempera-Tor
1904,667,7,"Acceso a Témpera"
1905,667,8,"Varco Temperopoli"
1906,667,9,"Coumarine Gate"
1907,667,11,ヒヨクゲート
1908,668,1,クノエゲート
1909,668,3,후늬게이트
1910,668,5,"Porte de Romant"
1911,668,6,Romantia-Tor
1912,668,7,"Acceso a Romantis"
1913,668,8,"Varco Romantopoli"
1914,668,9,"Laverre Gate"
1915,668,11,クノエゲート
1916,669,1,ヒャッコクゲート
1917,669,3,향전게이트
1918,669,5,"Porte de Flusselles"
1919,669,6,Fluxia-Tor
1920,669,7,"Acceso a Fluxus"
1921,669,8,"Varco Fluxopoli"
1922,669,9,"Anistar Gate"
1923,669,11,ヒャッコクゲート
1924,670,1,エイセツゲート
1925,670,3,이설게이트
1926,670,5,"Porte d’Auffrac"
1927,670,6,Fractalia-Tor
1928,670,7,"Acceso a Fractal"
1929,670,8,"Varco Fractalopoli"
1930,670,9,"Snowbelle Gate"
1931,670,11,エイセツゲート
1932,671,1,かがやきのどうくつ
1933,671,3,"반짝임의 동굴"
1934,671,5,"Grotte Étincelante"
1935,671,6,Leuchthöhle
1936,671,7,"Cueva Brillante"
1937,671,8,"Grotta dei Bagliori"
1938,671,9,"Glittering Cave"
1939,671,11,輝きの洞窟
1940,672,1,じつなぎのどうけつ
1941,672,3,"땅이음의 동굴"
1942,672,5,"Cave Connecterre"
1943,672,6,Geolinkhöhle
1944,672,7,"Gruta Tierraunida"
1945,672,8,"Grotta Trait d’Union"
1946,672,9,"Connecting Cave"
1947,672,11,地つなぎの洞穴
1948,673,1,ズバットたちのすみか
1949,673,3,"주뱃들의 소굴"
1950,673,5,"Antre Nosferapti"
1951,673,6,Zubat-Nest
1952,673,7,"Escondrijo Zubat"
1953,673,8,"Tana degli Zubat"
1954,673,9,"Zubat Roost"
1955,673,11,ズバットたちのすみか
1956,674,1,カロスはつでんしょ
1957,674,3,칼로스발전소
1958,674,5,"Centrale de Kalos"
1959,674,6,Kalos-Kraftwerk
1960,674,7,"Central de Kalos"
1961,674,8,"Centrale di Kalos"
1962,674,9,"Kalos Power Plant"
1963,674,11,カロス発電所
1964,675,1,フレアだんひみつきち
1965,675,3,"플레어단 비밀기지"
1966,675,5,"Repaire Team Flare"
1967,675,6,Flare-Geheimbasis
1968,675,7,"Guarida Team Flare"
1969,675,8,"Covo del Team Flare"
1970,675,9,"Team Flare Secret HQ"
1971,675,11,フレア団秘密基地
1972,676,1,ついのどうくつ
1973,676,3,"끝의 동굴"
1974,676,5,"Grotte Coda"
1975,676,6,Omega-Höhle
1976,676,7,"Cueva Desenlace"
1977,676,8,"Grotta Climax"
1978,676,9,"Terminus Cave"
1979,676,11,終の洞窟
1980,677,1,あれはてホテル
1981,677,3,"황폐해진 호텔"
1982,677,5,"Hôtel Désolation"
1983,677,6,Hotelruine
1984,677,7,"Hotel Desolación"
1985,677,8,"Albergo Diroccato"
1986,677,9,"Lost Hotel"
1987,677,11,荒れ果てホテル
1988,678,1,うつろのま
1989,678,3,"공허의 방"
1990,678,5,"Chambre Néant"
1991,678,6,"Kammer der Leere"
1992,678,7,"Estancia Vacua"
1993,678,8,"Stanza Vacua"
1994,678,9,"Chamber of Emptiness"
1995,678,11,空ろの間
1996,679,1,わだつみのあな
1997,679,3,"해신의 굴"
1998,679,5,"Antre Néréen"
1999,679,6,Meerestitanenhöhle
2000,679,7,"Cueva Talasia"
2001,679,8,"Antro Talassico"
2002,679,9,"Sea Spirit’s Den"
2003,679,11,海神の穴
2004,680,1,フレンドサファリ
2005,680,3,프렌드사파리
2006,680,5,"Safari des Amis"
2007,680,6,Kontaktsafari
2008,680,7,"Safari Amistad"
2009,680,8,"Safari Amici"
2010,680,9,"Friend Safari"
2011,680,11,フレンドサファリ
2012,681,1,かえんのま
2013,681,3,"화염의 방"
2014,681,5,"Chambre du Brasier"
2015,681,6,Flammen-Saal
2016,681,7,"Sala de las Llamas"
2017,681,8,"Sala delle Fiamme"
2018,681,9,"Blazing Chamber"
2019,681,11,火炎の間
2020,682,1,すいもんのま
2021,682,3,"수문의 방"
2022,682,5,"Chambre du Barrage"
2023,682,6,Schleusen-Saal
2024,682,7,"Sala de la Esclusa"
2025,682,8,"Sala delle Chiuse"
2026,682,9,"Flood Chamber"
2027,682,11,水門の間
2028,683,1,こうてつのま
2029,683,3,"무쇠의 방"
2030,683,5,"Chambre de l’Alliage"
2031,683,6,Rüstungs-Saal
2032,683,7,"Sala del Metal"
2033,683,8,"Sala del Metallo"
2034,683,9,"Ironworks Chamber"
2035,683,11,鋼鉄の間
2036,684,1,りゅうしょうのま
2037,684,3,"용문양의 방"
2038,684,5,"Chambre de la Guivre"
2039,684,6,Draco-Saal
2040,684,7,"Sala del Draco"
2041,684,8,"Sala del Dragone"
2042,684,9,"Dragonmark Chamber"
2043,684,11,竜章の間
2044,685,1,ひかりのま
2045,685,3,"빛의 방"
2046,685,5,"Chambre de l’Éclat"
2047,685,6,Licht-Saal
2048,685,7,"Sala de la Luz"
2049,685,8,"Sala della Luce"
2050,685,9,"Radiant Chamber"
2051,685,11,光の間
2052,686,1,ポケモンリーグゲート
2053,686,3,"포켓몬리그 게이트"
2054,686,5,"Porte de la Ligue"
2055,686,6,"Tor zur Pokémon Liga"
2056,686,7,"Acceso Liga Pokémon"
2057,686,8,"Varco Lega Pokémon"
2058,686,9,"Pokémon League Gate"
2059,686,11,ポケモンリーグゲート
2060,687,1,ミアレステーション
2061,687,3,"미르 스테이션"
2062,687,5,"Gare d’Illumis"
2063,687,6,"Bahnhof von Illumina"
2064,687,7,"Estación Luminalia"
2065,687,8,"Stazione Luminopoli"
2066,687,9,"Lumiose Station"
2067,687,11,ミアレステーション
2068,688,1,キナンステーション
2069,688,3,"기남 스테이션"
2070,688,5,"Gare de Batisques"
2071,688,6,"Bahnhof von Batika"
2072,688,7,"Estación Batik"
2073,688,8,"Stazione Batikopoli"
2074,688,9,"Kiloude Station"
2075,688,11,キナンステーション
2076,689,1,コウジンすいぞくかん
2077,689,3,"가라 수족관"
2078,689,5,"Aquarium R. s/Gliffe"
2079,689,6,Petrophia-Aquarium
2080,689,7,"Acuario Petroglifo"
2081,689,8,Acquario
2082,689,9,"Ambrette Aquarium"
2083,689,11,コウジン水族館
2084,690,1,ななしのどうくつ
2085,690,3,"이름없는 동굴"
2086,690,5,"Grotte Inconnue"
2087,690,6,Geheimdungeon
2088,690,7,"Mazmorra Rara"
2089,690,8,"Grotta Ignota"
2090,690,9,"Unknown Dungeon"
2091,690,11,ななしの洞窟
