id,pokemon_species_id,local_language_id,name,genus
1682,187,8,Hoppip,Gramigna
1683,187,9,Hoppip,Cottonweed
1684,188,1,ポポッコ,わたくさ
1685,188,2,Popocco,
1686,188,3,두코,솜풀
1687,188,4,毽子花,
1688,188,5,Floravol,Pissenlit
1689,188,6,Hubelupf,Löwenzahn
1690,188,7,Skiploom,Algadón
1691,188,8,Skiploom,Gramigna
1692,188,9,Skiploom,Cottonweed
1693,189,1,ワタッコ,わたくさ
1694,189,2,Watacco,
1695,189,3,솜솜코,솜풀
1696,189,4,毽子綿,
1697,189,5,Cotovol,Pissenlit
1698,189,6,Papungha,Löwenzahn
1699,189,7,Jumpluff,Algadón
1700,189,8,Jumpluff,Gramigna
1701,189,9,Jumpluff,Cottonweed
1702,190,1,エイパム,おなが
1703,190,2,Eipam,
1704,190,3,에이팜,긴꼬리
1705,190,4,長尾怪手,
1706,190,5,Capumain,Longqueue
1707,190,6,Griffel,Langschweif
1708,190,7,Aipom,"Cola Larga"
1709,190,8,Aipom,Lungacoda
1710,190,9,Aipom,"Long Tail"
1711,191,1,ヒマナッツ,たね
1712,191,2,Himanuts,
1713,191,3,해너츠,씨앗
1714,191,4,向日種子,
1715,191,5,Tournegrin,Graine
1716,191,6,Sonnkern,Samen
1717,191,7,Sunkern,Semilla
1718,191,8,Sunkern,Seme
1719,191,9,Sunkern,Seed
1720,192,1,キマワリ,たいよう
1721,192,2,Kimawari,
1722,192,3,해루미,태양
1723,192,4,向日花怪,
1724,192,5,Héliatronc,Soleil
1725,192,6,Sonnflora,Sonne
1726,192,7,Sunflora,Sol
1727,192,8,Sunflora,Sole
1728,192,9,Sunflora,Sun
1729,193,1,ヤンヤンマ,うすばね
1730,193,2,Yanyanma,
1731,193,3,왕자리,얇은날개
1732,193,4,陽陽瑪,
1733,193,5,Yanma,Translaile
1734,193,6,Yanma,Libelle
1735,193,7,Yanma,"Ala Clara"
1736,193,8,Yanma,Alachiara
1737,193,9,Yanma,"Clear Wing"
1738,194,1,ウパー,みずうお
1739,194,2,Upah,
1740,194,3,우파,수어
1741,194,4,烏波,
1742,194,5,Axoloto,Poisson
1743,194,6,Felino,Fisch
1744,194,7,Wooper,"Pez Agua"
1745,194,8,Wooper,Acquapesce
1746,194,9,Wooper,"Water Fish"
1747,195,1,ヌオー,みずうお
1748,195,2,Nuoh,
1749,195,3,누오,수어
1750,195,4,沼王,
1751,195,5,Maraiste,Poisson
1752,195,6,Morlord,Fisch
1753,195,7,Quagsire,"Pez Agua"
1754,195,8,Quagsire,Acquapesce
1755,195,9,Quagsire,"Water Fish"
1756,196,1,エーフィ,たいよう
1757,196,2,Eifie,
1758,196,3,에브이,태양
1759,196,4,太陽精靈,
1760,196,5,Mentali,Soleil
1761,196,6,Psiana,Sonne
1762,196,7,Espeon,Sol
1763,196,8,Espeon,Sole
1764,196,9,Espeon,Sun
1765,197,1,ブラッキー,げっこう
1766,197,2,Blacky,
1767,197,3,블래키,달빛
1768,197,4,月精靈,
1769,197,5,Noctali,Lune
1770,197,6,Nachtara,Mondschein
1771,197,7,Umbreon,"Luz Lunar"
1772,197,8,Umbreon,Lucelunare
1773,197,9,Umbreon,Moonlight
1774,198,1,ヤミカラス,くらやみ
1775,198,2,Yamikarasu,
1776,198,3,니로우,어둠
1777,198,4,黑暗鴉,
1778,198,5,Cornèbre,Obscurité
1779,198,6,Kramurx,Finsternis
1780,198,7,Murkrow,Oscuridad
1781,198,8,Murkrow,Oscurità
1782,198,9,Murkrow,Darkness
1783,199,1,ヤドキング,おうじゃ
1784,199,2,Yadoking,
1785,199,3,야도킹,임금
1786,199,4,河馬王,
1787,199,5,Roigada,Royal
1788,199,6,Laschoking,Monarch
1789,199,7,Slowking,Regio
1790,199,8,Slowking,Reale
1791,199,9,Slowking,Royal
1792,200,1,ムウマ,よなき
1793,200,2,Muma,
1794,200,3,무우마,야명
1795,200,4,夢妖,
1796,200,5,Feuforêve,Strident
1797,200,6,Traunfugil,Kreischer
1798,200,7,Misdreavus,Chirrido
1799,200,8,Misdreavus,Strido
1800,200,9,Misdreavus,Screech
1801,201,1,アンノーン,シンボル
1802,201,2,Unknown,
1803,201,3,안농,심볼
1804,201,4,未知圖騰,
1805,201,5,Zarbi,Symbolique
1806,201,6,Icognito,Symbol
1807,201,7,Unown,Símbolo
1808,201,8,Unown,Simbolo
1809,201,9,Unown,Symbol
1810,202,1,ソーナンス,がまん
1811,202,2,Sonans,
1812,202,3,마자용,참기
1813,202,4,果然翁,
1814,202,5,Qulbutoké,Patient
1815,202,6,Woingenau,Geduld
1816,202,7,Wobbuffet,Paciente
1817,202,8,Wobbuffet,Pazienza
1818,202,9,Wobbuffet,Patient
1819,203,1,キリンリキ,くびなが
1820,203,2,Kirinriki,
1821,203,3,키링키,긴목
1822,203,4,麒麟奇,
1823,203,5,Girafarig,Long-Cou
1824,203,6,Girafarig,Langhals
1825,203,7,Girafarig,"Gran Cuello"
1826,203,8,Girafarig,Lungocollo
1827,203,9,Girafarig,"Long Neck"
1828,204,1,クヌギダマ,みのむし
1829,204,2,Kunugidama,
1830,204,3,피콘,도롱이벌레
1831,204,4,榛果球,
1832,204,5,Pomdepik,"Ver Caché"
1833,204,6,Tannza,Beutelwurm
1834,204,7,Pineco,Larva
1835,204,8,Pineco,Larva
1836,204,9,Pineco,Bagworm
1837,205,1,フォレトス,みのむし
1838,205,2,Foretos,
1839,205,3,쏘콘,도롱이벌레
1840,205,4,佛烈托斯,
1841,205,5,Foretress,"Ver Caché"
1842,205,6,Forstellka,Beutelwurm
1843,205,7,Forretress,Larva
1844,205,8,Forretress,Larva
1845,205,9,Forretress,Bagworm
1846,206,1,ノコッチ,つちへび
1847,206,2,Nokocchi,
1848,206,3,노고치,땅뱀
1849,206,4,土龍弟弟,
1850,206,5,Insolourdo,Serpent
1851,206,6,Dummisel,Schlange
1852,206,7,Dunsparce,Serptierra
1853,206,8,Dunsparce,Terraserpe
1854,206,9,Dunsparce,"Land Snake"
1855,207,1,グライガー,とびさそり
1856,207,2,Gliger,
1857,207,3,글라이거,날전갈
1858,207,4,天蠍,
1859,207,5,Scorplane,Scorpivol
1860,207,6,Skorgla,Flugskorpi
1861,207,7,Gligar,Escorpiala
1862,207,8,Gligar,Aliscorpio
1863,207,9,Gligar,"Fly Scorpion"
1864,208,1,ハガネール,てつへび
1865,208,2,Haganeil,
1866,208,3,강철톤,철뱀
1867,208,4,大鋼蛇,
1868,208,5,Steelix,Serpenfer
1869,208,6,Stahlos,Stahlboa
1870,208,7,Steelix,Serpférrea
1871,208,8,Steelix,Ferroserpe
1872,208,9,Steelix,"Iron Snake"
1873,209,1,ブルー,ようせい
1874,209,2,Bulu,
1875,209,3,블루,요정
1876,209,4,布盧,
1877,209,5,Snubbull,Fée
1878,209,6,Snubbull,Fee
1879,209,7,Snubbull,Hada
1880,209,8,Snubbull,Fata
1881,209,9,Snubbull,Fairy
1882,210,1,グランブル,ようせい
1883,210,2,Granbulu,
1884,210,3,그랑블루,요정
1885,210,4,布盧皇,
1886,210,5,Granbull,Fée
1887,210,6,Granbull,Fee
1888,210,7,Granbull,Hada
1889,210,8,Granbull,Fata
1890,210,9,Granbull,Fairy
1891,211,1,ハリーセン,ふうせん
1892,211,2,Harysen,
1893,211,3,침바루,풍선
1894,211,4,千針魚,
1895,211,5,Qwilfish,Bouboule
1896,211,6,Baldorfish,Ballon
1897,211,7,Qwilfish,Globo
1898,211,8,Qwilfish,Pallone
1899,211,9,Qwilfish,Balloon
1900,212,1,ハッサム,はさみ
1901,212,2,Hassam,
1902,212,3,핫삼,집게
1903,212,4,巨鉗螳螂,
1904,212,5,Cizayox,Pince
1905,212,6,Scherox,Kneifer
1906,212,7,Scizor,Tenaza
1907,212,8,Scizor,Chela
1908,212,9,Scizor,Pincer
1909,213,1,ツボツボ,はっこう
1910,213,2,Tsubotsubo,
1911,213,3,단단지,발효
1912,213,4,壺壺,
1913,213,5,Caratroc,Pourri
1914,213,6,Pottrott,Schimmel
1915,213,7,Shuckle,Moho
1916,213,8,Shuckle,Muffa
1917,213,9,Shuckle,Mold
1918,214,1,ヘラクロス,１ぽんヅノ
1919,214,2,Heracros,
1920,214,3,헤라크로스,외뿔
1921,214,4,赫拉剋羅斯,
1922,214,5,Scarhino,Unicorne
1923,214,6,Skaraborn,Einzelhorn
1924,214,7,Heracross,Unicornio
1925,214,8,Heracross,Monocorno
1926,214,9,Heracross,"Single Horn"
1927,215,1,ニューラ,かぎづめ
1928,215,2,Nyula,
1929,215,3,포푸니,갈고리손톱
1930,215,4,狃拉,
1931,215,5,Farfuret,Grifacérée
1932,215,6,Sniebel,Stichklaue
1933,215,7,Sneasel,"Garra Filo"
1934,215,8,Sneasel,Lamartigli
1935,215,9,Sneasel,"Sharp Claw"
1936,216,1,ヒメグマ,こぐま
1937,216,2,Himeguma,
1938,216,3,깜지곰,아기곰
1939,216,4,熊寶寶,
1940,216,5,Teddiursa,"Mini Ours"
1941,216,6,Teddiursa,Kleinbär
1942,216,7,Teddiursa,Osito
1943,216,8,Teddiursa,Orsetto
1944,216,9,Teddiursa,"Little Bear"
1945,217,1,リングマ,とうみん
1946,217,2,Ringuma,
1947,217,3,링곰,동면
1948,217,4,圈圈熊,
1949,217,5,Ursaring,Hibernant
1950,217,6,Ursaring,Schläfer
1951,217,7,Ursaring,Hibernante
1952,217,8,Ursaring,Letargo
1953,217,9,Ursaring,Hibernator
1954,218,1,マグマッグ,ようがん
1955,218,2,Magmag,
1956,218,3,마그마그,용암
1957,218,4,熔岩蟲,
1958,218,5,Limagma,Lave
1959,218,6,Schneckmag,Lava
1960,218,7,Slugma,Lava
1961,218,8,Slugma,Lava
1962,218,9,Slugma,Lava
1963,219,1,マグカルゴ,ようがん
1964,219,2,Magcargot,
1965,219,3,마그카르고,용암
1966,219,4,熔岩蝸牛,
1967,219,5,Volcaropod,Lave
1968,219,6,Magcargo,Lava
1969,219,7,Magcargo,Lava
1970,219,8,Magcargo,Lava
1971,219,9,Magcargo,Lava
1972,220,1,ウリムー,いのぶた
1973,220,2,Urimoo,
1974,220,3,꾸꾸리,산돼지
1975,220,4,小山豬,
1976,220,5,Marcacrin,Cochon
1977,220,6,Quiekel,Ferkel
1978,220,7,Swinub,Cerdo
1979,220,8,Swinub,Maiale
1980,220,9,Swinub,Pig
1981,221,1,イノムー,いのしし
1982,221,2,Inomoo,
1983,221,3,메꾸리,멧돼지
1984,221,4,長毛豬,
1985,221,5,Cochignon,Porc
1986,221,6,Keifel,Schwein
1987,221,7,Piloswine,Puerco
1988,221,8,Piloswine,Suino
1989,221,9,Piloswine,Swine
1990,222,1,サニーゴ,さんご
1991,222,2,Sunnygo,
1992,222,3,코산호,산호
1993,222,4,太陽珊瑚,
1994,222,5,Corayon,Corail
1995,222,6,Corasonn,Koralle
1996,222,7,Corsola,Coral
1997,222,8,Corsola,Corallo
1998,222,9,Corsola,Coral
1999,223,1,テッポウオ,ふんしゃ
2000,223,2,Teppouo,
2001,223,3,총어,분사
2002,223,4,鐵砲魚,
2003,223,5,Rémoraid,Jet
2004,223,6,Remoraid,Hochdruck
2005,223,7,Remoraid,Reactor
2006,223,8,Remoraid,Jet
2007,223,9,Remoraid,Jet
2008,224,1,オクタン,ふんしゃ
2009,224,2,Okutank,
2010,224,3,대포무노,분사
2011,224,4,章魚桶,
2012,224,5,Octillery,Jet
2013,224,6,Octillery,Hochdruck
2014,224,7,Octillery,Reactor
2015,224,8,Octillery,Jet
2016,224,9,Octillery,Jet
2017,225,1,デリバード,はこびや
2018,225,2,Delibird,
2019,225,3,딜리버드,배달
2020,225,4,信使鳥,
2021,225,5,Cadoizo,Livraison
2022,225,6,Botogel,Lieferant
2023,225,7,Delibird,Reparto
2024,225,8,Delibird,Consegna
2025,225,9,Delibird,Delivery
2026,226,1,マンタイン,カイト
2027,226,2,Mantain,
2028,226,3,만타인,연
2029,226,4,巨翅飛魚,
2030,226,5,Démanta,Cervolant
2031,226,6,Mantax,Flugrochen
2032,226,7,Mantine,Milano
2033,226,8,Mantine,Aquilone
2034,226,9,Mantine,Kite
2035,227,1,エアームド,よろいどり
2036,227,2,Airmd,
2037,227,3,무장조,갑옷새
2038,227,4,盔甲鳥,
2039,227,5,Airmure,Armoiseau
2040,227,6,Panzaeron,Flugstahl
2041,227,7,Skarmory,"Coraza Ave"
2042,227,8,Skarmory,Armuccello
2043,227,9,Skarmory,"Armor Bird"
2044,228,1,デルビル,ダーク
2045,228,2,Delvil,
2046,228,3,델빌,다크
2047,228,4,戴魯比,
2048,228,5,Malosse,Sombre
2049,228,6,Hunduster,Hades
2050,228,7,Houndour,Siniestro
2051,228,8,Houndour,Buio
2052,228,9,Houndour,Dark
2053,229,1,ヘルガー,ダーク
2054,229,2,Hellgar,
2055,229,3,헬가,다크
2056,229,4,黑魯加,
2057,229,5,Démolosse,Sombre
2058,229,6,Hundemon,Hades
2059,229,7,Houndoom,Siniestro
2060,229,8,Houndoom,Buio
2061,229,9,Houndoom,Dark
2062,230,1,キングドラ,ドラゴン
2063,230,2,Kingdra,
2064,230,3,킹드라,드래곤
2065,230,4,刺龍王,
2066,230,5,Hyporoi,Dragon
2067,230,6,Seedraking,Drache
2068,230,7,Kingdra,Dragón
2069,230,8,Kingdra,Drago
2070,230,9,Kingdra,Dragon
2071,231,1,ゴマゾウ,ながはな
2072,231,2,Gomazou,
2073,231,3,코코리,긴코
2074,231,4,小小象,
2075,231,5,Phanpy,Long-Nez
2076,231,6,Phanpy,Langrüssel
2077,231,7,Phanpy,Narizotas
2078,231,8,Phanpy,Nasone
2079,231,9,Phanpy,"Long Nose"
2080,232,1,ドンファン,よろい
2081,232,2,Donfan,
2082,232,3,코리갑,갑옷
2083,232,4,頓甲,
2084,232,5,Donphan,Armure
2085,232,6,Donphan,Panzer
2086,232,7,Donphan,Coraza
2087,232,8,Donphan,Armatura
2088,232,9,Donphan,Armor
2089,233,1,ポリゴン２,バーチャル
2090,233,2,Porygon2,
2091,233,3,폴리곤2,가상
2092,233,4,3D龍2,
2093,233,5,Porygon2,Virtuel
2094,233,6,Porygon2,Virtuell
2095,233,7,Porygon2,Virtual
2096,233,8,Porygon2,Virtuale
2097,233,9,Porygon2,Virtual
2098,234,1,オドシシ,おおツノ
2099,234,2,Odoshishi,
2100,234,3,노라키,큰뿔
2101,234,4,驚角鹿,
2102,234,5,Cerfrousse,"Maxi Corne"
2103,234,6,Damhirplex,Vielender
2104,234,7,Stantler,"Gran Cuerno"
2105,234,8,Stantler,Grancorno
2106,234,9,Stantler,"Big Horn"
2107,235,1,ドーブル,えかき
2108,235,2,Doble,
2109,235,3,루브도,그림장이
2110,235,4,圖圖犬,
2111,235,5,Queulorior,Peintre
2112,235,6,Farbeagle,Maler
2113,235,7,Smeargle,Pintor
2114,235,8,Smeargle,Pittore
2115,235,9,Smeargle,Painter
2116,236,1,バルキー,けんか
2117,236,2,Balkie,
2118,236,3,배루키,싸움
2119,236,4,巴爾郎,
2120,236,5,Debugant,Bagarreur
2121,236,6,Rabauz,Racker
2122,236,7,Tyrogue,Peleón
2123,236,8,Tyrogue,Baruffa
2124,236,9,Tyrogue,Scuffle
2125,237,1,カポエラー,さかだち
2126,237,2,Kapoerer,
2127,237,3,카포에라,물구나무
2128,237,4,柯波朗,
2129,237,5,Kapoera,Poirier
2130,237,6,Kapoera,Kopfstand
2131,237,7,Hitmontop,"Boca Abajo"
2132,237,8,Hitmontop,Verticale
2133,237,9,Hitmontop,Handstand
2134,238,1,ムチュール,くちづけ
2135,238,2,Muchul,
2136,238,3,뽀뽀라,뽀뽀
2137,238,4,迷唇娃,
2138,238,5,Lippouti,Bisou
2139,238,6,Kussilla,Kuss
2140,238,7,Smoochum,Beso
2141,238,8,Smoochum,Bacio
2142,238,9,Smoochum,Kiss
2143,239,1,エレキッド,でんき
2144,239,2,Elekid,
2145,239,3,에레키드,전류
2146,239,4,電擊怪,
2147,239,5,Élekid,Électrique
2148,239,6,Elekid,Elektro
2149,239,7,Elekid,Eléctrico
2150,239,8,Elekid,Elettrico
2151,239,9,Elekid,Electric
2152,240,1,ブビィ,ひだね
2153,240,2,Buby,
2154,240,3,마그비,불씨
2155,240,4,小鴨嘴龍,
2156,240,5,Magby,Charbon
2157,240,6,Magby,Glutherd
2158,240,7,Magby,Ascuas
2159,240,8,Magby,Carbonvivo
2160,240,9,Magby,"Live Coal"
2161,241,1,ミルタンク,ちちうし
2162,241,2,Miltank,
2163,241,3,밀탱크,젖소
2164,241,4,大奶罐,
2165,241,5,Écrémeuh,Vachalait
2166,241,6,Miltank,Milchkuh
2167,241,7,Miltank,Lechera
2168,241,8,Miltank,Bovino
2169,241,9,Miltank,"Milk Cow"
2170,242,1,ハピナス,しあわせ
2171,242,2,Happinas,
2172,242,3,해피너스,행복
2173,242,4,幸福蛋,
2174,242,5,Leuphorie,Bonheur
2175,242,6,Heiteira,Freude
2176,242,7,Blissey,Felicidad
2177,242,8,Blissey,Felicità
2178,242,9,Blissey,Happiness
2179,243,1,ライコウ,いかずち
2180,243,2,Raikou,
2181,243,3,라이코,우뢰
2182,243,4,雷公,
2183,243,5,Raikou,Foudre
2184,243,6,Raikou,Donner
2185,243,7,Raikou,Trueno
2186,243,8,Raikou,Tuono
2187,243,9,Raikou,Thunder
2188,244,1,エンテイ,かざん
2189,244,2,Entei,
2190,244,3,앤테이,화산
2191,244,4,炎帝,
2192,244,5,Entei,Volcan
2193,244,6,Entei,Vulkan
2194,244,7,Entei,Volcán
2195,244,8,Entei,Vulcano
2196,244,9,Entei,Volcano
2197,245,1,スイクン,オーロラ
2198,245,2,Suikun,
2199,245,3,스이쿤,오로라
2200,245,4,水君,
2201,245,5,Suicune,Aurore
2202,245,6,Suicune,Polarlicht
2203,245,7,Suicune,Aurora
2204,245,8,Suicune,Aurora
2205,245,9,Suicune,Aurora
2206,246,1,ヨーギラス,いわはだ
2207,246,2,Yogiras,
2208,246,3,애버라스,바위표면
2209,246,4,由基拉,
2210,246,5,Embrylex,Peaupierre
2211,246,6,Larvitar,Felshaut
2212,246,7,Larvitar,"Piel Roca"
2213,246,8,Larvitar,Peldisasso
2214,246,9,Larvitar,"Rock Skin"
2215,247,1,サナギラス,だんがん
2216,247,2,Sanagiras,
2217,247,3,데기라스,탄환
2218,247,4,沙基拉,
2219,247,5,Ymphect,Carapadure
2220,247,6,Pupitar,Hartschale
2221,247,7,Pupitar,Caparazón
2222,247,8,Pupitar,Guscioduro
2223,247,9,Pupitar,"Hard Shell"
2224,248,1,バンギラス,よろい
2225,248,2,Bangiras,
2226,248,3,마기라스,갑옷
2227,248,4,班吉拉,
2228,248,5,Tyranocif,Armure
2229,248,6,Despotar,Panzer
2230,248,7,Tyranitar,Coraza
2231,248,8,Tyranitar,Armatura
2232,248,9,Tyranitar,Armor
2233,249,1,ルギア,せんすい
2234,249,2,Lugia,
2235,249,3,루기아,잠수
2236,249,4,洛奇亞,
2237,249,5,Lugia,Plongeon
2238,249,6,Lugia,Taucher
2239,249,7,Lugia,Buceo
2240,249,8,Lugia,Immersione
2241,249,9,Lugia,Diving
2242,250,1,ホウオウ,にじいろ
2243,250,2,Houou,
2244,250,3,칠색조,무지개색
2245,250,4,鳳王,
2246,250,5,Ho-Oh,Arcenciel
2247,250,6,Ho-Oh,Regenbogen
2248,250,7,Ho-Oh,Arcoíris
2249,250,8,Ho-Oh,Arcobaleno
2250,250,9,Ho-Oh,Rainbow
2251,251,1,セレビィ,ときわたり
2252,251,2,Celebi,
2253,251,3,세레비,시간이동
2254,251,4,雪拉比,
2255,251,5,Celebi,Temporel
2256,251,6,Celebi,Zeitreise
2257,251,7,Celebi,Viajetiempo
2258,251,8,Celebi,Tempovia
2259,251,9,Celebi,"Time Travel"
2260,252,1,キモリ,もりトカゲ
2261,252,2,Kimori,
2262,252,3,나무지기,숲도마뱀
2263,252,4,木守宮,
2264,252,5,Arcko,"Bois Gecko"
2265,252,6,Geckarbor,Waldgecko
2266,252,7,Treecko,"Geco Bosque"
2267,252,8,Treecko,Legnogeco
2268,252,9,Treecko,"Wood Gecko"
2269,253,1,ジュプトル,もりトカゲ
2270,253,2,Juptile,
2271,253,3,나무돌이,숲도마뱀
2272,253,4,森林蜥蜴,
2273,253,5,Massko,"Bois Gecko"
2274,253,6,Reptain,Waldgecko
2275,253,7,Grovyle,"Geco Bosque"
2276,253,8,Grovyle,Legnogeco
2277,253,9,Grovyle,"Wood Gecko"
2278,254,1,ジュカイン,みつりん
2279,254,2,Jukain,
2280,254,3,나무킹,밀림
2281,254,4,蜥蜴王,
2282,254,5,Jungko,Forêt
2283,254,6,Gewaldro,Dschungel
2284,254,7,Sceptile,Monte
2285,254,8,Sceptile,Foresta
2286,254,9,Sceptile,Forest
2287,255,1,アチャモ,ひよこ
2288,255,2,Achamo,
2289,255,3,아차모,풋내기
2290,255,4,火稚雞,
2291,255,5,Poussifeu,Poussin
2292,255,6,Flemmli,Küken
2293,255,7,Torchic,Polluelo
2294,255,8,Torchic,Pulcino
2295,255,9,Torchic,Chick
2296,256,1,ワカシャモ,わかどり
2297,256,2,Wakasyamo,
2298,256,3,영치코,꼬마닭
2299,256,4,力壯雞,
2300,256,5,Galifeu,Poulet
2301,256,6,Jungglut,Kleinhahn
2302,256,7,Combusken,"Ave Corral"
2303,256,8,Combusken,Rampollo
2304,256,9,Combusken,"Young Fowl"
2305,257,1,バシャーモ,もうか
2306,257,2,Bursyamo,
2307,257,3,번치코,맹화
2308,257,4,火焰雞,
2309,257,5,Braségali,Ardent
2310,257,6,Lohgock,Großbrand
2311,257,7,Blaziken,Llameante
2312,257,8,Blaziken,Vampe
2313,257,9,Blaziken,Blaze
2314,258,1,ミズゴロウ,ぬまうお
2315,258,2,Mizugorou,
2316,258,3,물짱이,늪물고기
2317,258,4,水躍魚,
2318,258,5,Gobou,Poissonboue
2319,258,6,Hydropi,Lehmhüpfer
2320,258,7,Mudkip,"Pez Lodo"
2321,258,8,Mudkip,"Fango Pesce"
2322,258,9,Mudkip,"Mud Fish"
2323,259,1,ヌマクロー,ぬまうお
2324,259,2,Numacraw,
2325,259,3,늪짱이,늪물고기
2326,259,4,沼躍魚,
2327,259,5,Flobio,Poissonboue
2328,259,6,Moorabbel,Lehmhüpfer
2329,259,7,Marshtomp,"Pez Lodo"
2330,259,8,Marshtomp,"Fango Pesce"
2331,259,9,Marshtomp,"Mud Fish"
2332,260,1,ラグラージ,ぬまうお
2333,260,2,Laglarge,
2334,260,3,대짱이,늪물고기
2335,260,4,巨沼怪,
2336,260,5,Laggron,Poissonboue
2337,260,6,Sumpex,Lehmhüpfer
2338,260,7,Swampert,"Pez Lodo"
2339,260,8,Swampert,"Fango Pesce"
2340,260,9,Swampert,"Mud Fish"
2341,261,1,ポチエナ,かみつき
2342,261,2,Pochiena,
2343,261,3,포챠나,물어뜯기
2344,261,4,土狼犬,
2345,261,5,Medhyèna,Morsure
2346,261,6,Fiffyen,Biss
2347,261,7,Poochyena,Mordisco
2348,261,8,Poochyena,Morso
2349,261,9,Poochyena,Bite
2350,262,1,グラエナ,かみつき
2351,262,2,Guraena,
2352,262,3,그라에나,물어뜯기
2353,262,4,大狼犬,
2354,262,5,Grahyèna,Morsure
2355,262,6,Magnayen,Biss
2356,262,7,Mightyena,Mordisco
2357,262,8,Mightyena,Morso
2358,262,9,Mightyena,Bite
2359,263,1,ジグザグマ,まめだぬき
2360,263,2,Ziguzaguma,
2361,263,3,지그제구리,앙증너구리
2362,263,4,蛇紋熊,
2363,263,5,Zigzaton,"Petit Raton"
2364,263,6,Zigzachs,Kleindachs
2365,263,7,Zigzagoon,Mapachito
2366,263,8,Zigzagoon,Procione
2367,263,9,Zigzagoon,"Tiny Raccoon"
2368,264,1,マッスグマ,とっしん
2369,264,2,Massuguma,
2370,264,3,직구리,돌진
2371,264,4,直衝熊,
2372,264,5,Linéon,Fonceur
2373,264,6,Geradaks,Sprinter
2374,264,7,Linoone,Lanzado
2375,264,8,Linoone,Sfrecciante
2376,264,9,Linoone,Rushing
2377,265,1,ケムッソ,いもむし
2378,265,2,Kemusso,
2379,265,3,개무소,애벌레
2380,265,4,刺尾蟲,
2381,265,5,Chenipotte,Ver
2382,265,6,Waumpel,Wurm
2383,265,7,Wurmple,Gusano
2384,265,8,Wurmple,Baco
2385,265,9,Wurmple,Worm
2386,266,1,カラサリス,さなぎ
2387,266,2,Karasalis,
2388,266,3,실쿤,번데기
2389,266,4,甲殼蛹,
2390,266,5,Armulys,Cocon
2391,266,6,Schaloko,Kokon
2392,266,7,Silcoon,Capullo
2393,266,8,Silcoon,Bozzolo
2394,266,9,Silcoon,Cocoon
2395,267,1,アゲハント,ちょうちょ
2396,267,2,Agehunt,
2397,267,3,뷰티플라이,나비
2398,267,4,狩獵鳳蝶,
2399,267,5,Charmillon,Papillon
2400,267,6,Papinella,Falter
2401,267,7,Beautifly,Mariposa
2402,267,8,Beautifly,Farfalla
2403,267,9,Beautifly,Butterfly
2404,268,1,マユルド,さなぎ
2405,268,2,Mayuld,
2406,268,3,카스쿤,번데기
2407,268,4,盾甲繭,
2408,268,5,Blindalys,Cocon
2409,268,6,Panekon,Kokon
2410,268,7,Cascoon,Capullo
2411,268,8,Cascoon,Bozzolo
2412,268,9,Cascoon,Cocoon
2413,269,1,ドクケイル,どくが
2414,269,2,Dokucale,
2415,269,3,독케일,독나방
2416,269,4,毒粉蝶,
2417,269,5,Papinox,Papipoison
2418,269,6,Pudox,Giftmotte
2419,269,7,Dustox,"Polilla Ven."
2420,269,8,Dustox,Velentarma
2421,269,9,Dustox,"Poison Moth"
2422,270,1,ハスボー,うきくさ
2423,270,2,Hassboh,
2424,270,3,연꽃몬,개구리밥
2425,270,4,蓮葉童子,
2426,270,5,Nénupiot,Aquaplante
2427,270,6,Loturzel,Wasserlinse
2428,270,7,Lotad,Alga
2429,270,8,Lotad,Alga
2430,270,9,Lotad,"Water Weed"
2431,271,1,ハスブレロ,ようき
2432,271,2,Hasubrero,
2433,271,3,로토스,명랑함
2434,271,4,蓮帽小童,
2435,271,5,Lombre,Jovial
2436,271,6,Lombrero,Frohmut
2437,271,7,Lombre,Alegre
2438,271,8,Lombre,Giocoso
2439,271,9,Lombre,Jolly
2440,272,1,ルンパッパ,のうてんき
2441,272,2,Runpappa,
2442,272,3,로파파,행복하기
2443,272,4,樂天河童,
2444,272,5,Ludicolo,Insouciant
2445,272,6,Kappalores,Sorglos
2446,272,7,Ludicolo,Optimista
2447,272,8,Ludicolo,Spensierato
2448,272,9,Ludicolo,Carefree
2449,273,1,タネボー,どんぐり
2450,273,2,Taneboh,
2451,273,3,도토링,도토리
2452,273,4,橡實果,
2453,273,5,Grainipiot,Gland
2454,273,6,Samurzel,Eichelnuss
2455,273,7,Seedot,Bellota
2456,273,8,Seedot,Ghianda
2457,273,9,Seedot,Acorn
2458,274,1,コノハナ,いじわる
2459,274,2,Konohana,
2460,274,3,잎새코,꾀부리기
2461,274,4,長鼻葉,
2462,274,5,Pifeuil,Malin
2463,274,6,Blanas,Hinterlist
2464,274,7,Nuzleaf,Astuto
2465,274,8,Nuzleaf,Scaltro
2466,274,9,Nuzleaf,Wily
2467,275,1,ダーテング,よこしま
2468,275,2,Dirteng,
2469,275,3,다탱구,부정하기
2470,275,4,狡猾天狗,
2471,275,5,Tengalice,Malveillant
2472,275,6,Tengulist,Verschlagen
2473,275,7,Shiftry,Malvado
2474,275,8,Shiftry,Burbero
2475,275,9,Shiftry,Wicked
2476,276,1,スバメ,こツバメ
2477,276,2,Subame,
2478,276,3,테일로,아기제비
2479,276,4,傲骨燕,
2480,276,5,Nirondelle,Minirondel
2481,276,6,Schwalbini,Schwälblein
2482,276,7,Taillow,Pequebuche
