id,encounter_id,encounter_condition_value_id
3659,10158,11
3660,10159,12
3661,10160,13
3662,10185,3
3663,10186,4
3664,10187,5
3665,10188,3
3666,10189,4
3667,10190,5
3668,10195,8
3669,10196,9
3670,10197,10
3671,10198,11
3672,10199,12
3673,10200,13
3674,10201,8
3675,10202,9
3676,10203,10
3677,10204,11
3678,10205,12
3679,10206,13
3680,10447,3
3681,10448,4
3682,10449,5
3683,10461,3
3684,10462,4
3685,10463,5
3686,10475,3
3687,10476,4
3688,10477,5
3689,10509,3
3690,10510,4
3691,10511,5
3692,10543,3
3693,10544,4
3694,10545,5
3695,10557,3
3696,10558,4
3697,10559,5
3698,10647,3
3699,10648,4
3700,10649,5
3701,10651,7
3702,10652,6
3703,10653,7
3704,10654,6
3705,10659,7
3706,10660,6
3707,10661,7
3708,10662,6
3709,10689,3
3710,10690,4
3711,10691,5
3712,10692,3
3713,10693,4
3714,10694,5
3715,10699,8
3716,10700,9
3717,10701,10
3718,10702,11
3719,10703,12
3720,10704,13
3721,10705,8
3722,10706,9
3723,10707,10
3724,10708,11
3725,10709,12
3726,10710,13
3727,10735,3
3728,10736,4
3729,10737,5
3730,10743,8
3731,10744,9
3732,10745,10
3733,10746,11
3734,10747,12
3735,10748,13
3736,10749,8
3737,10750,9
3738,10751,10
3739,10752,11
3740,10753,12
3741,10754,13
3742,10755,7
3743,10756,6
3744,10760,3
3745,10761,4
3746,10762,5
3747,10768,8
3748,10769,9
3749,10770,10
3750,10771,11
3751,10772,12
3752,10773,13
3753,10774,8
3754,10775,9
3755,10776,10
3756,10777,11
3757,10778,12
3758,10779,13
3759,10784,3
3760,10785,4
3761,10786,5
3762,10792,8
3763,10793,9
3764,10794,10
3765,10795,11
3766,10796,12
3767,10797,13
3768,10798,8
3769,10799,9
3770,10800,10
3771,10801,11
3772,10802,12
3773,10803,13
3774,10808,3
3775,10809,4
3776,10810,5
3777,10816,8
3778,10817,9
3779,10818,10
3780,10819,11
3781,10820,12
3782,10821,13
3783,10822,8
3784,10823,9
3785,10824,10
3786,10825,11
3787,10826,12
3788,10827,13
3789,10828,7
3790,10829,6
3791,10958,3
3792,10959,4
3793,10960,5
3794,10966,8
3795,10967,9
3796,10968,10
3797,10969,11
3798,10970,12
3799,10971,13
3800,10972,8
3801,10973,9
3802,10974,10
3803,10975,11
3804,10976,12
3805,10977,13
3806,10979,7
3807,10980,6
3808,11108,3
3809,11109,4
3810,11110,5
3811,11116,8
3812,11117,9
3813,11118,10
3814,11119,11
3815,11120,12
3816,11121,13
3817,11122,8
3818,11123,9
3819,11124,10
3820,11125,11
3821,11126,12
3822,11127,13
3823,11252,3
3824,11253,4
3825,11254,5
3826,11260,8
3827,11261,9
3828,11262,10
3829,11263,11
3830,11264,12
3831,11265,13
3832,11266,8
3833,11267,9
3834,11268,10
3835,11269,11
3836,11270,12
3837,11271,13
3838,11930,8
3839,11931,9
3840,11932,10
3841,11933,11
3842,11934,12
3843,11935,13
3844,11936,8
3845,11937,9
3846,11938,10
3847,11939,11
3848,11940,12
3849,11941,13
3850,11942,7
3851,11943,6
3852,11953,8
3853,11954,9
3854,11955,10
3855,11956,11
3856,11957,12
3857,11958,13
3858,11959,8
3859,11960,9
3860,11961,10
3861,11962,11
3862,11963,12
3863,11964,13
3864,12005,3
3865,12006,4
3866,12007,5
3867,12008,3
3868,12009,4
3869,12010,5
3870,12059,8
3871,12060,9
3872,12061,10
3873,12062,11
3874,12063,12
3875,12064,13
3876,12065,8
3877,12066,9
3878,12067,10
3879,12068,11
3880,12069,12
3881,12070,13
3882,12081,8
3883,12082,9
3884,12083,10
3885,12084,11
3886,12085,12
3887,12086,13
3888,12087,8
3889,12088,9
3890,12089,10
3891,12090,11
3892,12091,12
3893,12092,13
3894,12103,8
3895,12104,9
3896,12105,10
3897,12106,11
3898,12107,12
3899,12108,13
3900,12109,8
3901,12110,9
3902,12111,10
3903,12112,11
3904,12113,12
3905,12114,13
3906,12125,8
3907,12126,9
3908,12127,10
3909,12128,11
3910,12129,12
3911,12130,13
3912,12131,8
3913,12132,9
3914,12133,10
3915,12134,11
3916,12135,12
3917,12136,13
3918,12139,2
3919,12140,1
3920,12148,8
3921,12149,9
3922,12150,10
3923,12151,11
3924,12152,12
3925,12153,13
3926,12154,8
3927,12155,9
3928,12156,10
3929,12157,11
3930,12158,12
3931,12159,13
3932,12254,8
3933,12255,9
3934,12256,10
3935,12257,11
3936,12258,12
3937,12259,13
3938,12277,3
3939,12278,4
3940,12279,5
3941,12281,7
3942,12282,6
3943,12283,7
3944,12284,6
3945,12287,8
3946,12288,9
3947,12289,10
3948,12290,11
3949,12291,12
3950,12292,13
3951,12293,8
3952,12294,9
3953,12295,10
3954,12296,11
3955,12297,12
3956,12298,13
3957,12299,7
3958,12300,6
3959,12301,7
3960,12302,6
3961,12327,7
3962,12328,6
3963,12329,7
3964,12330,6
3965,12333,8
3966,12334,9
3967,12335,10
3968,12336,11
3969,12337,12
3970,12338,13
3971,12339,8
3972,12340,9
3973,12341,10
3974,12342,11
3975,12343,12
3976,12344,13
3977,12345,7
3978,12346,6
3979,12347,7
3980,12348,6
3981,12373,7
3982,12374,6
3983,12375,7
3984,12376,6
3985,12379,8
3986,12380,9
3987,12381,10
3988,12382,11
3989,12383,12
3990,12384,13
3991,12385,8
3992,12386,9
3993,12387,10
3994,12388,11
3995,12389,12
3996,12390,13
3997,12391,7
3998,12392,6
3999,12393,7
4000,12394,6
4001,12417,3
4002,12418,4
4003,12419,5
4004,12420,3
4005,12421,4
4006,12422,5
4007,12427,8
4008,12428,9
4009,12429,10
4010,12430,11
4011,12431,12
4012,12432,13
4013,12433,8
4014,12434,9
4015,12435,10
4016,12436,11
4017,12437,12
4018,12438,13
4019,12463,3
4020,12464,4
4021,12465,5
4022,12466,3
4023,12467,4
4024,12468,5
4025,12469,7
4026,12470,6
4027,12471,7
4028,12472,6
4029,12477,7
4030,12478,6
4031,12479,7
4032,12480,6
4033,12483,3
4034,12484,4
4035,12485,5
4036,12486,3
4037,12487,4
4038,12488,5
4039,12493,8
4040,12494,9
4041,12495,10
4042,12496,11
4043,12497,12
4044,12498,13
4045,12499,8
4046,12500,9
4047,12501,10
4048,12502,11
4049,12503,12
4050,12504,13
4051,12507,2
4052,12508,1
4053,12509,2
4054,12510,1
4055,12511,3
4056,12512,4
4057,12513,5
4058,12514,3
4059,12515,4
4060,12516,5
4061,12517,7
4062,12518,6
4063,12519,7
4064,12520,6
4065,12523,8
4066,12524,9
4067,12525,10
4068,12526,11
4069,12527,12
4070,12528,13
4071,12529,8
4072,12530,9
4073,12531,10
4074,12532,11
4075,12533,12
4076,12534,13
4077,12535,7
4078,12536,6
4079,12537,7
4080,12538,6
4081,12539,2
4082,12540,1
4083,12541,2
4084,12542,1
4085,12543,3
4086,12544,4
4087,12545,5
4088,12546,3
4089,12547,4
4090,12548,5
4091,12549,7
4092,12550,6
4093,12551,7
4094,12552,6
4095,12555,8
4096,12556,9
4097,12557,10
4098,12558,11
4099,12559,12
4100,12560,13
4101,12561,8
4102,12562,9
4103,12563,10
4104,12564,11
4105,12565,12
4106,12566,13
4107,12567,7
4108,12568,6
4109,12569,7
4110,12570,6
4111,12571,2
4112,12572,1
4113,12573,2
4114,12574,1
4115,12575,3
4116,12576,4
4117,12577,5
4118,12578,3
4119,12579,4
4120,12580,5
4121,12585,8
4122,12586,9
4123,12587,10
4124,12588,11
4125,12589,12
4126,12590,13
4127,12591,8
4128,12592,9
4129,12593,10
4130,12594,11
4131,12595,12
4132,12596,13
4133,12621,3
4134,12622,4
4135,12623,5
4136,12624,3
4137,12625,4
4138,12626,5
4139,12631,8
4140,12632,9
4141,12633,10
4142,12634,11
4143,12635,12
4144,12636,13
4145,12637,8
4146,12638,9
4147,12639,10
4148,12640,11
4149,12641,12
4150,12642,13
4151,12667,3
4152,12668,4
4153,12669,5
4154,12670,3
4155,12671,4
4156,12672,5
4157,12673,7
4158,12674,6
4159,12675,7
4160,12676,6
4161,12679,8
4162,12680,9
4163,12681,10
4164,12682,11
4165,12683,12
4166,12684,13
4167,12685,8
4168,12686,9
4169,12687,10
4170,12688,11
4171,12689,12
4172,12690,13
4173,12691,7
4174,12692,6
4175,12693,7
4176,12694,6
4177,12719,7
4178,12720,6
4179,12721,7
4180,12722,6
4181,12727,7
4182,12728,6
4183,12729,7
4184,12730,6
4185,12753,3
4186,12754,4
4187,12755,5
4188,12756,3
4189,12757,4
4190,12758,5
4191,12759,7
4192,12760,6
4193,12761,7
4194,12762,6
4195,12765,8
4196,12766,9
4197,12767,10
4198,12768,11
4199,12769,12
4200,12770,13
4201,12771,8
4202,12772,9
4203,12773,10
4204,12774,11
4205,12775,12
4206,12776,13
4207,12777,7
4208,12778,6
4209,12779,7
4210,12780,6
4211,12801,2
4212,12802,1
4213,12803,2
4214,12804,1
4215,12805,3
4216,12806,4
4217,12807,5
4218,12808,3
4219,12809,4
4220,12810,5
4221,12811,7
4222,12812,6
4223,12813,7
4224,12814,6
4225,12819,7
4226,12820,6
4227,12821,7
4228,12822,6
4229,12823,2
4230,12824,1
4231,12825,2
4232,12826,1
4233,12827,3
4234,12828,4
4235,12829,5
4236,12830,3
4237,12831,4
4238,12832,5
4239,12833,7
4240,12834,6
4241,12835,7
4242,12836,6
4243,12841,7
4244,12842,6
4245,12843,7
4246,12844,6
4247,12845,2
4248,12846,1
4249,12847,2
4250,12848,1
4251,12849,3
4252,12850,4
4253,12851,5
4254,12853,7
4255,12854,6
4256,12855,7
4257,12856,6
4258,12859,8
4259,12860,9
4260,12861,10
4261,12862,11
4262,12863,12
4263,12864,13
4264,12865,8
4265,12866,9
4266,12867,10
4267,12868,11
4268,12869,12
4269,12870,13
4270,12871,7
4271,12872,6
4272,12873,7
4273,12874,6
4274,12895,2
4275,12896,1
4276,12897,2
4277,12898,1
4278,12899,3
4279,12900,4
4280,12901,5
4281,12902,3
4282,12903,4
4283,12904,5
4284,12905,7
4285,12906,6
4286,12907,7
4287,12908,6
4288,12911,8
4289,12912,9
4290,12913,10
4291,12914,11
4292,12915,12
4293,12916,13
4294,12917,8
4295,12918,9
4296,12919,10
4297,12920,11
4298,12921,12
4299,12922,13
4300,12923,7
4301,12924,6
4302,12925,7
4303,12926,6
4304,12949,3
4305,12950,4
4306,12951,5
4307,12952,3
4308,12953,4
4309,12954,5
4310,12965,3
4311,12966,4
4312,12967,5
4313,12968,3
4314,12969,4
4315,12970,5
4316,12981,3
4317,12982,4
4318,12983,5
4319,12984,3
4320,12985,4
4321,12986,5
4322,12994,7
4323,12995,6
4324,12998,3
4325,12999,4
4326,13000,5
4327,13001,3
4328,13002,4
4329,13003,5
4330,13009,8
4331,13010,9
4332,13011,10
4333,13012,11
4334,13013,12
4335,13014,13
4336,13016,7
4337,13017,6
4338,13020,3
4339,13021,4
4340,13022,5
4341,13023,3
4342,13024,4
4343,13025,5
4344,13031,8
4345,13032,9
4346,13033,10
4347,13034,11
4348,13035,12
4349,13036,13
4350,13038,7
4351,13039,6
4352,13042,3
4353,13043,4
4354,13044,5
4355,13045,3
4356,13046,4
4357,13047,5
4358,13048,7
4359,13049,6
4360,13050,7
4361,13051,6
4362,13054,8
4363,13055,9
4364,13056,10
4365,13057,11
4366,13058,12
4367,13059,13
4368,13060,8
4369,13061,9
4370,13062,10
4371,13063,11
4372,13064,12
4373,13065,13
4374,13066,7
4375,13067,6
4376,13068,7
4377,13069,6
4378,13072,3
4379,13073,4
4380,13074,5
4381,13075,3
4382,13076,4
4383,13077,5
4384,13078,7
4385,13079,6
4386,13080,7
4387,13081,6
4388,13084,8
4389,13085,9
4390,13086,10
4391,13087,11
4392,13088,12
4393,13089,13
4394,13090,8
4395,13091,9
4396,13092,10
4397,13093,11
4398,13094,12
4399,13095,13
4400,13096,7
4401,13097,6
4402,13098,7
4403,13099,6
4404,13122,3
4405,13123,4
4406,13124,5
4407,13125,3
4408,13126,4
4409,13127,5
4410,13128,7
4411,13129,6
4412,13130,7
4413,13131,6
4414,13134,8
4415,13135,9
4416,13136,10
4417,13137,11
4418,13138,12
4419,13139,13
4420,13140,8
4421,13141,9
4422,13142,10
4423,13143,11
4424,13144,12
4425,13145,13
4426,13146,7
4427,13147,6
4428,13148,7
4429,13149,6
4430,13152,3
4431,13153,4
4432,13154,5
4433,13155,3
4434,13156,4
4435,13157,5
4436,13168,3
4437,13169,4
4438,13170,5
4439,13171,3
4440,13172,4
4441,13173,5
4442,13174,7
4443,13175,6
4444,13176,7
4445,13177,6
4446,13182,7
4447,13183,6
4448,13184,7
4449,13185,6
4450,13210,7
4451,13211,6
4452,13212,7
4453,13213,6
4454,13216,8
4455,13217,9
4456,13218,10
4457,13219,11
4458,13220,12
4459,13221,13
4460,13222,8
4461,13223,9
4462,13224,10
4463,13225,11
4464,13226,12
4465,13227,13
4466,13228,7
4467,13229,6
4468,13230,7
4469,13231,6
4470,13254,3
4471,13255,4
4472,13256,5
4473,13257,3
4474,13258,4
4475,13259,5
4476,13260,7
4477,13261,6
4478,13262,7
4479,13263,6
4480,13268,7
4481,13269,6
4482,13270,7
4483,13271,6
4484,13292,2
4485,13293,1
4486,13294,2
4487,13295,1
4488,13296,3
4489,13297,4
4490,13298,5
4491,13299,3
4492,13300,4
4493,13301,5
4494,13302,7
4495,13303,6
4496,13304,7
4497,13305,6
4498,13308,8
4499,13309,9
4500,13310,10
4501,13311,11
4502,13312,12
4503,13313,13
4504,13314,8
4505,13315,9
4506,13316,10
4507,13317,11
4508,13318,12
4509,13319,13
4510,13320,7
4511,13321,6
4512,13322,7
4513,13323,6
4514,13344,2
4515,13345,1
4516,13346,2
4517,13347,1
4518,13348,3
4519,13349,4
4520,13350,5
4521,13351,3
4522,13352,4
4523,13353,5
4524,13364,3
4525,13365,4
4526,13366,5
4527,13367,3
4528,13368,4
4529,13369,5
4530,13374,8
4531,13375,9
4532,13376,10
4533,13377,11
4534,13378,12
4535,13379,13
4536,13380,8
4537,13381,9
4538,13382,10
4539,13383,11
4540,13384,12
4541,13385,13
4542,13388,2
4543,13389,1
4544,13390,2
4545,13391,1
4546,13392,3
4547,13393,4
4548,13394,5
4549,13395,3
4550,13396,4
4551,13397,5
4552,13398,7
4553,13399,6
4554,13400,7
4555,13401,6
4556,13404,8
4557,13405,9
4558,13406,10
4559,13407,11
4560,13408,12
4561,13409,13
4562,13410,8
4563,13411,9
4564,13412,10
4565,13413,11
4566,13414,12
4567,13415,13
4568,13416,7
4569,13417,6
4570,13418,7
4571,13419,6
4572,13420,2
4573,13421,1
4574,13422,2
4575,13423,1
4576,13424,3
4577,13425,4
4578,13426,5
4579,13427,3
4580,13428,4
4581,13429,5
4582,13478,2
4583,13479,1
4584,13480,2
4585,13481,1
4586,13482,3
4587,13483,4
4588,13484,5
4589,13486,7
4590,13487,6
4591,13488,7
4592,13489,6
4593,13494,7
4594,13495,6
4595,13496,7
4596,13497,6
4597,13518,2
4598,13519,1
4599,13520,2
4600,13521,1
4601,13522,3
4602,13523,4
4603,13524,5
4604,13525,3
4605,13526,4
4606,13527,5
4607,13528,7
4608,13529,6
4609,13530,7
4610,13531,6
4611,13536,7
4612,13537,6
4613,13538,7
4614,13539,6
4615,13560,2
4616,13561,1
4617,13562,2
4618,13563,1
4619,13564,3
4620,13565,4
4621,13566,5
4622,13567,3
4623,13568,4
4624,13569,5
4625,13574,8
4626,13575,9
4627,13576,10
4628,13577,11
4629,13578,12
4630,13579,13
4631,13580,8
4632,13581,9
4633,13582,10
4634,13583,11
4635,13584,12
4636,13585,13
4637,13608,2
4638,13609,1
4639,13610,2
4640,13611,1
4641,13612,3
4642,13613,4
4643,13614,5
4644,13615,3
4645,13616,4
4646,13617,5
4647,13618,7
4648,13619,6
4649,13620,7
4650,13621,6
4651,13626,7
4652,13627,6
4653,13628,7
4654,13629,6
4655,13650,2
4656,13651,1
4657,13652,2
4658,13653,1
4659,13654,3
4660,13655,4
4661,13656,5
4662,13658,7
4663,13659,6
4664,13660,7
4665,13661,6
4666,13666,7
4667,13667,6
4668,13668,7
4669,13669,6
4670,13690,2
4671,13691,1
4672,13692,2
4673,13693,1
4674,13694,3
4675,13695,4
4676,13696,5
4677,13697,3
4678,13698,4
4679,13699,5
4680,13704,8
4681,13705,9
4682,13706,10
4683,13707,11
4684,13708,12
4685,13709,13
4686,13710,8
4687,13711,9
4688,13712,10
4689,13713,11
4690,13714,12
4691,13715,13
4692,13738,2
4693,13739,1
4694,13740,2
4695,13741,1
4696,13742,3
4697,13743,4
4698,13744,5
4699,13745,3
4700,13746,4
4701,13747,5
4702,13748,7
4703,13749,6
4704,13750,7
4705,13751,6
4706,13754,8
4707,13755,9
4708,13756,10
4709,13757,11
4710,13758,12
4711,13759,13
4712,13760,8
4713,13761,9
4714,13762,10
4715,13763,11
4716,13764,12
4717,13765,13
4718,13766,7
4719,13767,6
4720,13768,7
4721,13769,6
4722,13890,2
4723,13891,1
4724,13892,2
4725,13893,1
4726,13894,3
4727,13895,4
4728,13896,5
4729,13897,3
4730,13898,4
4731,13899,5
4732,13900,7
4733,13901,6
4734,13902,7
4735,13903,6
4736,13908,7
4737,13909,6
4738,13910,7
4739,13911,6
4740,13932,2
4741,13933,1
4742,13934,2
4743,13935,1
4744,13936,3
4745,13937,4
4746,13938,5
4747,13939,3
4748,13940,4
4749,13941,5
4750,13942,7
4751,13943,6
4752,13944,7
4753,13945,6
4754,13948,8
4755,13949,9
4756,13950,10
4757,13951,11
4758,13952,12
4759,13953,13
4760,13955,7
4761,13956,6
4762,13957,7
4763,13958,6
4764,14006,3
4765,14007,4
4766,14008,5
4767,14010,3
4768,14011,4
4769,14012,5
4770,14014,3
4771,14014,14
4772,14015,4
4773,14015,14
4774,14016,5
4775,14016,14
4776,14017,15
4777,14018,16
4778,14019,3
4779,14019,14
4780,14020,4
4781,14020,14
4782,14021,5
4783,14021,14
4784,14022,15
4785,14023,16
4786,14024,3
4787,14024,14
4788,14025,4
4789,14025,14
4790,14026,5
4791,14026,14
4792,14027,15
4793,14028,16
4794,14029,3
4795,14029,14
4796,14030,4
4797,14030,14
4798,14031,5
4799,14031,14
4800,14032,15
4801,14033,16
4802,14034,3
4803,14035,4
4804,14036,5
4805,14037,3
4806,14038,4
4807,14039,5
4808,14041,3
4809,14042,4
4810,14043,5
4811,14045,3
4812,14046,4
4813,14047,5
4814,14062,3
4815,14063,4
4816,14064,5
4817,14069,3
4818,14070,4
4819,14071,5
4820,14079,3
4821,14080,4
4822,14081,5
4823,14083,3
4824,14084,4
4825,14085,5
4826,14087,3
4827,14087,14
4828,14088,4
4829,14088,14
4830,14089,5
4831,14089,14
4832,14090,15
4833,14091,16
4834,14092,3
4835,14092,14
4836,14093,4
4837,14093,14
4838,14094,5
4839,14094,14
4840,14095,15
4841,14096,16
4842,14097,3
4843,14097,14
4844,14098,4
4845,14098,14
4846,14099,5
4847,14099,14
4848,14100,15
4849,14101,16
4850,14102,3
4851,14102,14
4852,14103,4
4853,14103,14
4854,14104,5
4855,14104,14
4856,14105,15
4857,14106,16
4858,14107,3
4859,14108,4
4860,14109,5
4861,14110,3
4862,14111,4
4863,14112,5
4864,14113,3
4865,14114,4
4866,14115,5
4867,14116,3
4868,14117,4
4869,14118,5
4870,14119,3
4871,14120,4
4872,14121,5
4873,14122,3
4874,14123,4
4875,14124,5
4876,14150,3
4877,14151,4
4878,14152,5
4879,14154,3
4880,14155,4
4881,14156,5
4882,14158,3
4883,14158,14
4884,14159,4
4885,14159,14
4886,14160,5
4887,14160,14
4888,14161,15
4889,14162,16
4890,14163,3
4891,14163,14
4892,14164,4
4893,14164,14
4894,14165,5
4895,14165,14
4896,14166,15
4897,14167,16
4898,14168,14
4899,14169,15
4900,14170,16
4901,14171,14
4902,14172,15
4903,14173,16
4904,14174,3
4905,14175,4
4906,14176,5
4907,14177,3
4908,14178,4
4909,14179,5
4910,14180,3
4911,14181,4
4912,14182,5
4913,14183,3
4914,14184,4
4915,14185,5
4916,14186,3
4917,14187,4
4918,14188,5
4919,14189,3
4920,14190,4
4921,14191,5
4922,14224,2
4923,14225,1
4924,14228,2
4925,14229,1
4926,14231,2
4927,14232,1
4928,14233,2
4929,14234,1
4930,14236,2
4931,14237,1
4932,14238,2
4933,14239,1
4934,14240,2
4935,14241,1
4936,14242,2
4937,14243,1
4938,14244,2
4939,14245,1
4940,14246,3
4941,14247,4
4942,14248,5
4943,14250,3
4944,14251,4
4945,14252,5
4946,14254,3
4947,14254,14
4948,14255,4
4949,14255,14
4950,14256,5
4951,14256,14
4952,14257,15
4953,14258,16
4954,14259,3
4955,14259,14
4956,14260,4
4957,14260,14
4958,14261,5
4959,14261,14
4960,14262,15
4961,14263,16
4962,14264,3
4963,14264,14
4964,14265,4
4965,14265,14
4966,14266,5
4967,14266,14
4968,14267,15
4969,14268,16
4970,14269,3
4971,14269,14
4972,14270,4
4973,14270,14
4974,14271,5
4975,14271,14
4976,14272,15
4977,14273,16
4978,14276,3
4979,14277,4
4980,14278,5
4981,14280,3
4982,14281,4
4983,14282,5
4984,14284,3
4985,14285,4
4986,14286,5
4987,14288,3
4988,14289,4
4989,14290,5
4990,14292,3
4991,14292,14
4992,14293,4
4993,14293,14
4994,14294,5
4995,14294,14
4996,14295,15
4997,14296,16
4998,14297,3
4999,14297,14
5000,14298,4
5001,14298,14
5002,14299,5
5003,14299,14
5004,14300,15
5005,14301,16
5006,14302,3
5007,14302,14
5008,14303,4
5009,14303,14
5010,14304,5
5011,14304,14
5012,14305,15
5013,14306,16
5014,14307,3
5015,14307,14
5016,14308,4
5017,14308,14
5018,14309,5
5019,14309,14
5020,14310,15
5021,14311,16
5022,14314,3
5023,14315,4
5024,14316,5
5025,14318,3
5026,14319,4
5027,14320,5
5028,14322,3
5029,14323,4
5030,14324,5
5031,14328,3
5032,14328,14
5033,14329,4
5034,14329,14
5035,14330,5
5036,14330,14
5037,14331,15
5038,14332,16
5039,14333,14
5040,14334,15
5041,14335,16
5042,14336,3
5043,14336,14
5044,14337,4
5045,14337,14
5046,14338,5
5047,14338,14
5048,14339,15
5049,14340,16
5050,14341,3
5051,14341,14
5052,14342,4
5053,14342,14
5054,14343,5
5055,14343,14
5056,14344,15
5057,14345,16
5058,14346,3
5059,14347,4
5060,14348,5
5061,14349,3
5062,14350,4
5063,14351,5
5064,14352,3
5065,14353,4
5066,14354,5
5067,14355,3
5068,14356,4
5069,14357,5
5070,14358,3
5071,14359,4
5072,14360,5
5073,14361,3
5074,14362,4
5075,14363,5
5076,14371,2
5077,14372,1
5078,14375,2
5079,14376,1
5080,14378,2
5081,14379,1
5082,14380,2
5083,14381,1
5084,14383,2
5085,14384,1
5086,14385,2
5087,14386,1
5088,14387,2
5089,14388,1
5090,14390,2
5091,14391,1
5092,14394,14
5093,14395,15
5094,14396,16
5095,14397,14
5096,14398,15
5097,14399,16
5098,14400,14
5099,14401,15
5100,14402,16
5101,14403,14
5102,14404,15
5103,14405,16
5104,14490,14
5105,14491,15
5106,14492,16
5107,14493,14
5108,14494,15
5109,14495,16
5110,14496,14
5111,14497,15
5112,14498,16
5113,14499,14
5114,14500,15
5115,14501,16
5116,14536,14
5117,14537,15
5118,14538,16
5119,14539,14
5120,14540,15
5121,14541,16
5122,14542,14
5123,14543,15
5124,14544,16
5125,14545,14
5126,14546,15
5127,14547,16
5128,14582,14
5129,14583,15
5130,14584,16
5131,14585,14
5132,14586,15
5133,14587,16
5134,14588,14
5135,14589,15
5136,14590,16
5137,14591,14
5138,14592,15
5139,14593,16
5140,14614,3
5141,14615,4
5142,14616,5
5143,14621,3
5144,14622,4
5145,14623,5
5146,14631,3
5147,14632,4
5148,14633,5
5149,14637,3
5150,14637,14
5151,14638,4
5152,14638,14
5153,14639,5
5154,14639,14
5155,14640,15
5156,14641,16
5157,14642,14
5158,14643,15
5159,14644,16
5160,14645,3
5161,14645,14
5162,14646,4
5163,14646,14
5164,14647,5
5165,14647,14
5166,14648,15
5167,14649,16
5168,14650,3
5169,14650,14
5170,14651,4
5171,14651,14
5172,14652,5
5173,14652,14
5174,14653,15
5175,14654,16
5176,14657,3
5177,14658,4
5178,14659,5
5179,14660,3
5180,14661,4
5181,14662,5
5182,14663,3
5183,14664,4
5184,14665,5
5185,14666,3
5186,14667,4
5187,14668,5
5188,14671,14
5189,14672,15
5190,14673,16
5191,14674,14
5192,14675,15
5193,14676,16
5194,14677,14
5195,14678,15
5196,14679,16
5197,14680,14
5198,14681,15
5199,14682,16
5200,14716,14
5201,14717,15
5202,14718,16
5203,14719,14
5204,14720,15
5205,14721,16
5206,14722,14
5207,14723,15
5208,14724,16
5209,14725,14
5210,14726,15
5211,14727,16
5212,14759,3
5213,14760,4
5214,14761,5
5215,14763,3
5216,14764,4
5217,14765,5
5218,14767,3
5219,14767,14
5220,14768,4
5221,14768,14
5222,14769,5
5223,14769,14
5224,14770,15
5225,14771,16
5226,14772,3
5227,14772,14
5228,14773,4
5229,14773,14
5230,14774,5
5231,14774,14
5232,14775,15
5233,14776,16
5234,14777,3
5235,14777,14
5236,14778,4
5237,14778,14
5238,14779,5
5239,14779,14
5240,14780,15
5241,14781,16
5242,14782,3
5243,14782,14
5244,14783,4
5245,14783,14
5246,14784,5
5247,14784,14
5248,14785,15
5249,14786,16
5250,14787,3
5251,14788,4
5252,14789,5
5253,14790,3
5254,14791,4
5255,14792,5
5256,14822,2
5257,14823,1
5258,14824,2
5259,14825,1
5260,14826,14
5261,14827,15
5262,14828,16
5263,14829,14
5264,14830,15
5265,14831,16
5266,14832,14
5267,14833,15
5268,14834,16
5269,14835,14
5270,14836,15
5271,14837,16
5272,14858,3
5273,14859,4
5274,14860,5
5275,14865,3
5276,14866,4
5277,14867,5
5278,14875,2
5279,14876,1
5280,14877,2
5281,14878,1
5282,14879,14
5283,14880,15
5284,14881,16
5285,14882,14
5286,14883,15
5287,14884,16
5288,14885,14
5289,14886,15
5290,14887,16
5291,14888,14
5292,14889,15
5293,14890,16
5294,14893,3
5295,14894,4
5296,14895,5
5297,14897,3
5298,14898,4
5299,14899,5
5300,14926,3
5301,14927,4
5302,14928,5
5303,14930,3
5304,14931,4
5305,14932,5
5306,14934,3
5307,14934,14
5308,14935,4
5309,14935,14
5310,14936,5
5311,14936,14
5312,14937,15
5313,14938,16
5314,14939,3
5315,14939,14
5316,14940,4
5317,14940,14
5318,14941,5
5319,14941,14
5320,14942,15
5321,14943,16
5322,14944,3
5323,14944,14
5324,14945,4
5325,14945,14
5326,14946,5
5327,14946,14
5328,14947,15
5329,14948,16
5330,14949,3
5331,14949,14
5332,14950,4
5333,14950,14
5334,14951,5
5335,14951,14
5336,14952,15
5337,14953,16
5338,14954,3
5339,14955,4
5340,14956,5
5341,14957,3
5342,14958,4
5343,14959,5
5344,14960,3
5345,14961,4
5346,14962,5
5347,14963,3
5348,14964,4
5349,14965,5
5350,14966,3
5351,14967,4
5352,14968,5
5353,14969,3
5354,14970,4
5355,14971,5
5356,14987,14
5357,14988,15
5358,14989,16
5359,14990,14
5360,14991,15
5361,14992,16
5362,14993,3
5363,14993,14
5364,14994,4
5365,14994,14
5366,14995,5
5367,14995,14
5368,14996,15
5369,14997,16
5370,14998,3
5371,14998,14
5372,14999,4
5373,14999,14
5374,15000,5
5375,15000,14
5376,15001,15
5377,15002,16
5378,15006,3
5379,15007,4
5380,15008,5
5381,15010,3
5382,15011,4
5383,15012,5
5384,15013,3
5385,15014,4
5386,15015,5
5387,15019,3
5388,15019,14
5389,15020,4
5390,15020,14
5391,15021,5
5392,15021,14
5393,15022,15
5394,15023,16
5395,15024,14
5396,15025,15
5397,15026,16
5398,15027,3
5399,15027,14
5400,15028,4
5401,15028,14
5402,15029,5
5403,15029,14
5404,15030,15
5405,15031,16
